Packet_Size,Packet_Rate,Duration,Protocol,Source_Port,Destination_Port,Bytes,Flow_Duration,Device_Type,Attack_Type,Label
774.3343162661503,341.49620144652226,29.028559830659344,UDP,36000,22,64917.64703806802,17.93022763161557,Smart TV,Malware,1
401.98481848756927,29.575661899208917,5.180313655335146,ICMP,16428,443,4005.3228604517003,13.420628436810206,Router,None,0
319.47721071570464,321.85521891079,10.124097833997904,UDP,4645,443,41029.87427812071,39.13382272011209,Camera,Botnet,1
634.6293282888951,24.148159234733342,2.206254181434428,TCP,41172,80,5110.154115882678,9.359237626350279,Camera,None,0
348.2333727894693,395.24448280360883,20.336293677773163,TCP,50552,443,25762.76215505867,28.558220798825644,Smart TV,Botnet,1
1360.9077004346311,646.8931843531827,1.0,UDP,7172,3389,71310.72689376265,2.1012005997228203,Camera,DDoS,1
673.3212442512117,17.58262187848633,9.794753179195403,TCP,23596,21,5425.079332625445,6.494095342031883,Smart Thermostat,None,0
248.95161308326277,155.87678504902757,13.63613804014581,TCP,12859,3389,8082.917324160586,20.500016397549103,Camera,Brute Force,1
479.5510902602955,22.205176032745804,5.860602717915106,UDP,33513,443,4612.4859105500655,11.996755708940288,Router,None,0
325.15262792511714,381.23227922311764,18.48694241611192,UDP,59551,443,25824.612677099754,30.603424286723317,Smart Lock,Botnet,1
659.322335872123,29.308620652738604,7.707171779138795,UDP,6573,8080,3405.599647801265,5.558390462304951,Camera,None,0
370.64901882482627,386.4245466747,12.03765174583095,TCP,5811,23,39419.97236028683,34.60967767127279,Sensor,Botnet,1
1293.4897549425218,901.5061055861614,1.0,TCP,1648,22,75474.62229559282,1.6356997483135933,Smart TV,DDoS,1
432.76073206042787,33.58459576366768,3.2124873234110556,ICMP,40032,21,4519.102997956822,9.401104525967101,Smart Thermostat,None,0
511.3363990183566,30.10802084856015,4.887117806225786,TCP,21142,8080,5479.590373650935,9.67439010194453,Smart Thermostat,None,0
365.2451541071444,37.66867293329061,2.550590444698919,TCP,59089,8080,4366.45114657155,11.74932440697323,Smart Thermostat,None,0
379.38723333855467,37.18621625391053,4.6839575425063185,TCP,42466,80,3827.066887160071,10.492442080229274,Smart Thermostat,None,0
554.2122321129181,34.77529337266795,2.675142439720139,TCP,61135,443,3515.969868427324,16.728760937208953,Camera,None,0
236.95784972623616,137.24573592048682,19.273010095701743,UDP,19793,3389,9055.355856950868,13.280548172513,Camera,Brute Force,1
1030.0312149800393,304.8863905523483,24.36951613294476,TCP,30260,443,56373.54740669042,27.689403040824498,Smart Lock,Malware,1
449.6911211992075,20.660595473537363,3.979118302185441,UDP,3505,22,3223.2488463936793,13.280603764648802,Smart Thermostat,None,0
193.86221076090155,130.55756164399193,15.754781254721898,UDP,65037,443,8959.84069437264,24.396511925777652,Camera,Brute Force,1
977.1772887100067,268.6576236726206,33.426218716649956,ICMP,42139,23,66786.09244388215,26.62505658714799,Sensor,Malware,1
152.36063292112698,20.231915069250284,7.201715946762579,TCP,62823,22,4882.197639943178,10.645312703264391,Camera,None,0
831.7206162053601,185.97267112063145,33.61948981007353,UDP,15057,80,42029.3484815032,29.446860405513426,Router,Malware,1
593.3320866901911,38.07008281944471,1.7602560112164602,UDP,1621,22,5187.725093261936,6.938130941459987,Smart Thermostat,None,0
1695.401583881805,949.25290941623,1.1304362878643976,ICMP,4671,3389,89969.7094110905,1.7344458572063803,Sensor,DDoS,1
489.1913365029674,32.21186485341167,4.167829757466943,TCP,41773,8080,4773.691891098769,11.989337143197194,Sensor,None,0
704.7128334450528,49.982889833413346,7.373782689198162,UDP,30785,8080,4576.069503561391,15.021923485813138,Sensor,None,0
564.5738524404711,43.373981074427434,4.690988641500199,ICMP,32543,22,4242.496791271222,10.529720075361134,Camera,None,0
446.46492699765406,35.58218575547538,5.303033943495957,TCP,61097,8080,4382.057574462499,12.396738782773065,Smart TV,None,0
427.1901388822922,25.98956182580911,4.213404105955709,TCP,45647,22,5477.836300008274,11.464613919200717,Smart Thermostat,None,0
405.13586603324967,39.81072798691833,1.5251561418757786,UDP,46845,443,3630.5446621762517,10.87543830227893,Smart TV,None,0
714.2153362359068,40.08050262860593,3.81220934208853,TCP,53736,22,5473.22434563947,7.665477147166403,Sensor,None,0
440.79947424800343,20.696998573606834,6.228939734608885,TCP,7962,8080,4214.859888894792,10.395871903987716,Sensor,None,0
507.7931705060891,34.20322829776129,6.651341906607319,TCP,12604,22,1296.1823199266596,8.135614097266677,Camera,None,0
69.85007476174991,606.769783443102,1.0,UDP,59383,3389,1285.3888166460617,1.0,Router,Port Scan,1
298.68204858912134,367.41488661565757,19.503295401813993,UDP,61448,23,27167.88232030791,12.194168315031288,Smart Thermostat,Botnet,1
477.634108884738,13.14628135183305,5.8097445734381505,TCP,55425,21,2773.4944069774506,7.451076894592346,Camera,None,0
406.0184165941799,18.630774185895653,1.0,TCP,56811,443,2448.9805876519454,11.359056268936515,Camera,None,0
395.9593692411888,31.19225861127392,3.8571015616065254,TCP,19230,22,3830.2802035796217,11.241376951570642,Sensor,None,0
805.4368188181691,244.22530261573323,42.53817086264581,UDP,47497,22,56060.77958707674,13.510142683134742,Router,Malware,1
528.2683844767872,38.719343665194515,3.8763869129488207,UDP,36472,80,2935.5272538738277,4.514814065675493,Smart Lock,None,0
510.67226490671425,15.354676316864113,2.9455388066246813,UDP,22588,21,3637.389049563083,8.656400764670618,Router,None,0
56.22921147014799,611.7920472132587,1.0,TCP,38686,22,1906.1834403397563,1.2443885540848951,Smart TV,Port Scan,1
325.79535034815217,37.81740228047817,5.982109209617571,UDP,28266,80,3789.1702866438327,9.57466256139881,Sensor,None,0
630.8566389366279,20.636787249547066,3.1871378814456737,TCP,44627,80,2114.238389428872,11.125324491262573,Smart Thermostat,None,0
577.0052778816624,32.22899163003838,6.43965596186275,ICMP,26306,80,3941.9614720942045,11.870926298834954,Smart Lock,None,0
383.5820576418305,21.123043442854403,7.671568672640466,TCP,33466,22,3557.464288107816,14.365136728812134,Smart TV,None,0
63.02669292608154,677.9662597686785,1.0,TCP,57339,3389,2092.814830272281,1.100918879688662,Router,Port Scan,1
51.627929358348794,621.9274902653169,1.0,UDP,31761,22,2069.863274981448,1.0,Router,Port Scan,1
391.91693795447884,24.12679237236221,5.021971027055051,TCP,49353,22,2689.703250234561,3.8868144767958466,Smart TV,None,0
185.83196179144431,367.9770695854789,31.04309547345548,UDP,50793,23,34577.19720464133,12.126448644545107,Sensor,Botnet,1
234.29751547483966,33.4572657980158,7.379244010575286,TCP,48044,8080,3296.9309191021975,9.641901402169369,Router,None,0
482.72334689346434,22.01665221261173,6.199653550921303,TCP,28126,22,3546.1401416458134,6.372636085957132,Smart TV,None,0
187.4308305074681,126.94756195532902,17.416187126935192,TCP,4036,22,9810.791696969593,17.034040387259687,Router,Brute Force,1
1656.1728730715804,798.2413585398439,1.1889345472855837,TCP,38113,3389,67305.61265002773,1.9620314426499268,Sensor,DDoS,1
205.79329404364478,139.37113712687983,17.645824258858994,TCP,13298,443,5295.02015507839,27.263593294273328,Smart TV,Brute Force,1
1744.4593902585498,1203.5623709848496,1.0,UDP,47926,23,117357.93135198149,2.6077137248891304,Router,DDoS,1
654.4210715174604,10.902370942537193,2.4410064081722043,TCP,3148,22,3634.2832143537908,14.197409145088262,Smart TV,None,0
60.44770725709048,611.8777467123277,1.0,TCP,58258,443,1454.4214113350183,1.4879007106647029,Smart Lock,Port Scan,1
664.6864920972291,39.03800129401434,2.901406328172385,UDP,46694,8080,4419.2006082906055,10.444669288550434,Smart TV,None,0
64.96970536891187,462.1836030749989,1.0,UDP,11079,80,2449.740064559478,1.0,Router,Port Scan,1
983.0988851272717,36.91282098922916,5.199344415093673,UDP,23561,21,3786.289766052696,8.396199279198601,Router,None,0
752.5102104729363,305.00047177437176,32.20095416689348,TCP,4647,443,43877.537930281804,17.684016614765447,Router,Malware,1
824.7713747583941,187.54731238997948,21.87242239985739,UDP,49824,3389,43787.259862274484,42.05057452781208,Router,Malware,1
456.1882428787095,49.7289585478048,4.68641641860849,TCP,57173,22,2977.0500718192875,8.545005765127394,Router,None,0
